video_num,duration,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring,tags,views
2235,440,30,415,305,209,4,210,49,48,138,54,6,25,7,14,3,"['architecture', 'cities', 'community', 'design', 'environment', 'potential', 'product design', 'public spaces', 'society', 'urban planning']",1396369
2236,675,24,101,84,199,83,61,67,13,2,10,2,2,23,4,1,"['Blindness', 'astronomy', 'collaboration', 'data', 'disability', 'energy', 'exploration', 'hearing', 'innovation', 'nature', 'physics', 'science', 'technology']",803813
2237,1054,36,135,250,341,160,149,136,3,13,21,11,11,5,6,3,"['AI', 'algorithm', 'art', 'beauty', 'brain', 'collaboration', 'demo', 'future', 'innovation', 'intelligence', 'machine learning', 'science', 'science and art', 'visualizations']",1413042
2238,697,126,650,1669,1600,709,1080,239,302,50,15,39,199,34,57,28,"['TEDx', 'choice', 'collaboration', 'communication', 'decision-making', 'identity', 'leadership', 'motivation', 'personal growth', 'society']",3210972
2239,289,30,80,92,117,249,23,130,37,18,26,11,6,2,6,6,"['Blindness', 'DNA', 'TED Fellows', 'ancient world', 'animals', 'biodiversity', 'biology', 'biomechanics', 'brain', 'curiosity', 'ecology', 'environment', 'evolution', 'exploration', 'fish', 'history', 'life', 'nature', 'science', 'sight', 'time']",971212
2240,518,40,474,528,218,23,101,58,68,3,36,20,15,11,9,0,"['Criminal Justice', 'United States', 'activism', 'big problems', 'culture', 'live music', 'music', 'performance', 'personal growth', 'piano', 'policy', 'prison', 'singer', 'social change', 'society', 'vocals']",1538107
2241,625,65,181,261,99,235,142,52,24,45,5,66,25,22,16,6,"['Middle East', 'architecture', 'big problems', 'cities', 'collaboration', 'community', 'design', 'disaster relief', 'engineering', 'identity', 'infrastructure', 'potential', 'public spaces', 'refugees', 'religion', 'security', 'social change', 'society', 'urban planning', 'violence', 'war']",888896
2242,1042,353,1170,152,1283,709,298,53,119,146,234,41,245,30,72,55,"['Europe', 'big problems', 'choice', 'collaboration', 'communication', 'community', 'democracy', 'future', 'global development', 'global issues', 'government', 'history', 'humanity', 'identity', 'immigration', 'inequality', 'news', 'policy', 'politics', 'refugees', 'social change', 'society']",2432449
2243,648,112,331,751,138,565,331,54,153,107,16,10,3,6,51,18,"['Internet', 'TED Fellows', 'animation', 'art', 'bullying', 'comedy', 'communication', 'design', 'fear', 'humor', 'identity', 'language', 'media', 'society', 'speech', 'vocals']",1370547
2244,797,30,315,96,132,118,50,61,1,7,52,19,12,13,3,3,"['Senses', 'TEDx', 'collaboration', 'communication', 'design', 'disability', 'innovation', 'personal growth', 'society']",1162751
2245,842,38,583,956,214,239,71,138,39,10,20,181,59,49,15,8,"['Middle East', 'business', 'leadership', 'women', 'women in business', 'work']",1827512
2246,647,55,310,270,44,314,47,95,61,50,11,28,18,9,26,4,"['aging', 'curiosity', 'exploration', 'science']",1475291
2247,952,30,75,350,193,43,147,151,46,125,5,13,21,12,10,1,"['Anthropocene', 'Natural resources', 'agriculture', 'animals', 'biodiversity', 'children', 'climate change', 'ecology', 'environment', 'garden', 'green', 'life', 'nature', 'parenting', 'plants', 'sustainability', 'teaching', 'trees']",990075
2248,551,59,680,440,757,310,314,124,52,32,48,9,70,7,9,13,"['Natural resources', 'TED Fellows', 'botany', 'cities', 'design', 'ecology', 'engineering', 'entrepreneur', 'environment', 'future', 'garden', 'global development', 'green', 'microbes', 'microbiology', 'nature', 'plants', 'science', 'sustainability', 'trees', 'urban planning']",1320671
2249,787,80,451,416,71,50,473,330,111,96,85,62,4,2,4,3,"['adventure', 'art', 'beauty', 'collaboration', 'communication', 'community', 'creativity', 'design', 'entertainment', 'humor', 'identity', 'materials', 'performance', 'personality', 'storytelling']",1730653
2250,715,65,233,284,205,172,18,4,23,3,34,59,14,48,4,18,"['agriculture', 'astrobiology', 'bacteria', 'big problems', 'business', 'environment', 'farming', 'food', 'future', 'global issues', 'innovation', 'life', 'microbes', 'microbiology', 'nature', 'science', 'technology']",1258539
2251,686,25,319,52,100,282,73,18,39,96,47,5,4,5,1,0,"['Egypt', 'Middle East', 'TED Fellows', 'art', 'beauty', 'community', 'painting', 'peace', 'sanitation', 'society']",821291
2252,788,68,280,232,165,51,132,4,78,17,17,18,13,2,2,0,"['Internet', 'big problems', 'business', 'collaboration', 'communication', 'data', 'global issues', 'government', 'journalism', 'society', 'technology', 'writing']",997650
2253,795,49,300,123,64,163,20,214,30,9,30,38,16,9,11,15,"['biology', 'biomechanics', 'biotech', 'brain', 'chemistry', 'humanity', 'illness', 'innovation', 'life', 'materials', 'medical research', 'nanoscale', 'neuroscience', 'potential', 'science', 'technology']",1260112
2254,1099,134,1057,1480,1586,869,81,342,173,80,301,106,12,30,18,12,"['beauty', 'biodiversity', 'biology', 'biomechanics', 'botany', 'communication', 'community', 'ecology', 'environment', 'green', 'identity', 'language', 'life', 'nature', 'plants', 'science', 'trees']",2396450
2255,276,75,699,141,198,43,183,122,3,60,25,3,9,38,29,16,"['AI', 'collaboration', 'data', 'future', 'innovation', 'intelligence', 'machine learning', 'productivity', 'programming', 'robots', 'technology', 'work']",1929261
2256,894,45,393,167,23,281,156,36,56,143,6,19,12,16,23,4,"['biology', 'business', 'future', 'innovation', 'leadership', 'potential', 'productivity', 'resources', 'success', 'work']",1677142
2257,741,56,202,267,138,178,345,7,88,190,36,20,30,7,8,6,"['Natural resources', 'TEDx', 'activism', 'agriculture', 'alternative energy', 'climate change', 'community', 'design', 'energy', 'engineering', 'environment', 'farming', 'food', 'green', 'health', 'humanity', 'infrastructure', 'nature', 'sanitation', 'water']",1507057
2258,923,19,45,3,178,95,61,132,12,27,27,3,4,3,5,4,"['Africa', 'Natural resources', 'business', 'collaboration', 'economics', 'education', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'investment', 'mobility', 'policy', 'potential', 'society', 'technology', 'war', 'women']",778960
2259,822,107,446,297,211,54,50,137,10,17,10,40,40,3,41,5,"['Mars', 'Planets', 'TEDx', 'astrobiology', 'cosmos', 'data', 'discovery', 'exploration', 'extraterrestrial life', 'future', 'microbes', 'science', 'universe', 'water']",1311426
2260,952,74,220,612,230,153,109,248,64,27,11,7,38,7,2,1,"['Natural resources', 'activism', 'alternative energy', 'climate change', 'collaboration', 'communication', 'community', 'environment', 'future', 'global development', 'global issues', 'history', 'humanity', 'infrastructure', 'innovation', 'law', 'nature', 'policy', 'pollution', 'social change', 'transportation']",1018830
2261,639,49,383,342,123,123,74,56,31,4,3,7,19,17,39,9,"['Mars', 'NASA', 'astrobiology', 'astronomy', 'chemistry', 'data', 'extraterrestrial life', 'innovation', 'life', 'microbes', 'microbiology', 'nature', 'physics', 'science', 'solar system', 'technology', 'universe', 'water']",1465749
2262,419,44,228,179,75,10,3,16,140,39,35,13,22,24,28,10,"['South America', 'TED Fellows', 'TED Prize', 'adventure', 'ancient world', 'archaeology', 'conservation', 'crowdsourcing', 'culture', 'curiosity', 'discovery', 'exploration', 'global issues', 'history', 'humanity', 'innovation', 'space', 'technology', 'world cultures']",1027539
2263,997,43,206,24,36,140,272,25,64,92,28,62,37,39,13,5,"['collaboration', 'communication', 'community', 'compassion', 'democracy', 'fear', 'government', 'history', 'humanity', 'identity', 'politics', 'social change', 'society']",961913
2264,859,11,129,61,194,68,34,14,21,15,3,10,3,2,4,1,"['Blindness', 'TED en Español', 'TEDx', 'collaboration', 'community', 'disability', 'education', 'personal growth', 'sports']",443773
2265,746,105,532,74,105,283,81,52,158,142,26,17,24,13,34,18,"['business', 'economics', 'engineering', 'global development', 'industrial design', 'innovation', 'manufacturing', 'product design', 'technology', 'work']",1548845
2266,812,62,189,362,96,356,27,102,209,6,7,27,2,25,9,11,"['TEDx', 'aging', 'cancer', 'choice', 'communication', 'compassion', 'death', 'economics', 'health', 'health care', 'humanity', 'identity', 'medicine', 'pharmaceuticals', 'self']",1279825
2267,696,35,38,50,113,55,58,17,30,7,18,4,1,3,1,3,"['TED Fellows', 'death', 'humanity', 'life', 'military', 'photography', 'refugees', 'violence', 'war']",645572
2268,1129,100,1329,589,737,44,324,153,60,244,28,23,56,6,10,15,"['Internet', 'blockchain', 'business', 'collaboration', 'computers', 'data', 'economics', 'future', 'innovation', 'privacy', 'security', 'society', 'software', 'technology', 'trust']",2110218
2269,682,28,283,137,357,23,76,23,14,42,187,41,2,5,26,14,"['Human body', 'TEDMED', 'art', 'beauty', 'creativity', 'health', 'history', 'humanity', 'medicine', 'painting', 'science', 'science and art', 'visualizations']",1257468
2270,747,20,117,156,133,24,219,20,101,48,3,9,6,15,9,5,"['global issues', 'history', 'nonviolence', 'peace', 'protests', 'social change', 'war', 'women']",811955
2271,948,102,51,384,110,827,490,126,446,142,20,17,245,202,3,4,"['TEDx', 'art', 'children', 'communication', 'entertainment', 'film', 'identity', 'inequality', 'marketing', 'media', 'movies', 'parenting', 'society', 'toy', 'women']",1026017
2272,712,88,64,292,424,866,189,335,334,454,65,72,20,39,26,6,"['TED Books', 'anthropology', 'communication', 'community', 'friendship', 'humanity', 'personality', 'society']",2618738
2273,1096,42,145,57,151,150,201,22,19,12,45,3,13,7,7,16,"['big problems', 'collaboration', 'global issues', 'government', 'journalism', 'law', 'policy', 'politics', 'security', 'society', 'terrorism', 'war']",942925
2274,460,46,2210,369,75,566,67,218,56,14,82,79,57,7,5,12,"['business', 'comedy', 'communication', 'humor', 'technology']",5711833
2275,649,145,1031,1442,143,425,391,196,740,16,87,99,14,34,40,2,"['children', 'education', 'goal-setting', 'intelligence', 'personal growth', 'social change', 'society', 'teaching']",2201195
2276,932,58,276,141,438,145,175,52,21,25,17,55,44,69,8,10,"['United States', 'business', 'children', 'cities', 'community', 'economics', 'family', 'friendship', 'future', 'goal-setting', 'happiness', 'humanity', 'identity', 'journalism', 'money', 'motivation', 'parenting', 'personal growth', 'social change', 'society', 'work', 'work-life balance']",1404984
2277,956,46,24,244,238,20,353,122,23,99,247,72,18,54,72,29,"['TEDx', 'biomechanics', 'brain', 'children', 'design', 'engineering', 'health', 'innovation', 'invention', 'medical research', 'mental health', 'neuroscience', 'product design', 'science', 'technology']",1195181
2278,568,26,166,142,208,235,160,43,3,4,52,14,28,1,2,3,"['South America', 'Surgery', 'engineering', 'heart health', 'invention', 'medical research']",1226441
2279,976,84,160,668,154,60,33,43,249,95,170,44,89,49,11,16,"['Internet', 'business', 'capitalism', 'computers', 'data', 'economics', 'future', 'global development', 'mobility', 'money', 'potential', 'privacy', 'shopping', 'social change', 'society', 'software', 'technology', 'web']",1799860
2280,856,203,619,923,2249,443,1000,619,483,127,19,18,50,78,23,16,"['children', 'education', 'family', 'goal-setting', 'happiness', 'identity', 'motivation', 'parenting', 'personal growth', 'social change', 'society', 'success', 'teaching']",2603203
2281,838,266,150,175,306,488,146,43,29,101,16,13,7,32,20,14,"['Natural resources', 'activism', 'alternative energy', 'climate change', 'energy', 'environment', 'fear', 'global development', 'global issues', 'government', 'green', 'infrastructure', 'innovation', 'investment', 'nuclear energy', 'nuclear weapons', 'policy', 'pollution', 'social change', 'society', 'technology']",1185114
2282,938,60,392,714,86,100,256,133,173,5,135,5,1,3,18,6,"['Africa', 'United States', 'architecture', 'beauty', 'collaboration', 'community', 'design', 'engineering', 'health care', 'humanity', 'inequality', 'materials', 'public health', 'public spaces', 'social change', 'society']",1162011
2283,741,95,557,309,578,313,140,4,36,14,42,44,4,50,6,32,"['brain', 'cognitive science', 'communication', 'community', 'empathy', 'fear', 'humanity', 'mental health', 'personality', 'science', 'self']",1690453
2284,813,58,174,87,106,47,50,15,6,17,20,27,12,7,4,1,"['TEDNYC', 'collaboration', 'communication', 'community', 'democracy', 'entertainment', 'government', 'history', 'identity', 'inequality', 'performance art', 'politics', 'society']",793098
2285,449,73,224,438,236,92,247,9,36,4,16,67,29,35,13,12,"['TEDx', 'business', 'economics', 'inequality', 'leadership', 'money', 'social change', 'society', 'women in business', 'work']",1713788
2286,430,34,207,462,213,97,103,24,90,49,1,12,7,6,6,0,"['New York', 'children', 'community', 'compassion', 'education', 'future', 'identity', 'motivation', 'personal growth', 'social change', 'society', 'teaching', 'urban', 'violence']",1029397
2287,784,10,41,170,117,7,70,111,28,9,31,15,9,26,2,3,"['DNA', 'Vaccines', 'agriculture', 'biology', 'biotech', 'cancer', 'disease', 'farming', 'forensics', 'future', 'innovation', 'molecular biology', 'nature', 'science', 'technology']",1052018
2288,716,35,177,97,33,117,110,4,17,7,24,15,9,5,7,5,"['Internet', 'Middle East', 'Surveillance', 'communication', 'democracy', 'global issues', 'privacy', 'protests', 'security', 'social media', 'society', 'technology', 'terrorism', 'violence', 'war', 'web']",1053126
2289,882,66,96,278,407,211,357,7,52,38,7,22,19,2,12,10,"['TEDNYC', 'United States', 'capitalism', 'children', 'cities', 'community', 'economics', 'family', 'history', 'identity', 'personal growth', 'poverty', 'social change']",1077686
2290,276,23,430,313,258,191,32,82,5,26,44,29,21,18,14,13,"['Africa', 'Slavery', 'TED Fellows', 'art', 'collaboration', 'communication', 'community', 'dance', 'demo', 'entertainment', 'history', 'humanity', 'identity', 'innovation', 'performance', 'race', 'self', 'social change', 'society']",778810
2291,801,20,410,282,57,336,179,221,6,7,24,1,21,39,39,2,"['DNA', 'animals', 'biodiversity', 'biology', 'biomechanics', 'biotech', 'books', 'collaboration', 'design', 'environment', 'evolution', 'future', 'genetics', 'innovation', 'life', 'materials', 'nature', 'plants', 'science', 'technology']",1211098
2292,867,490,813,209,146,516,47,109,523,202,64,114,58,10,16,10,"['AI', 'brain', 'choice', 'future', 'history', 'humanity', 'innovation', 'intelligence', 'invention', 'machine learning', 'mind', 'neuroscience', 'potential', 'robots', 'science', 'society', 'technology']",2592561
2293,1145,36,124,297,86,51,18,208,79,10,31,4,22,77,92,27,"['Internet', 'anthropology', 'communication', 'compassion', 'humanity', 'love', 'personal growth', 'personality', 'relationships', 'society', 'technology']",1593458
2294,593,39,426,37,58,156,91,10,7,4,65,20,17,38,6,12,"['CRISPR', 'DNA', 'biology', 'biomechanics', 'biotech', 'curiosity', 'disease', 'engineering', 'future', 'genetics', 'innovation', 'molecular biology', 'nanoscale', 'nature', 'potential', 'science', 'technology', 'virus']",1400803
2295,762,72,144,141,114,46,41,64,26,44,8,17,14,7,11,0,"['TEDNYC', 'United States', 'community', 'democracy', 'government', 'identity', 'immigration', 'motivation', 'politics', 'social change', 'society']",783649
2296,762,56,251,73,110,17,111,24,33,5,35,24,4,7,4,0,"['TEDx', 'brain', 'cancer', 'chemistry', 'health', 'illness', 'innovation', 'medical imaging', 'medical research', 'medicine', 'neuroscience', 'science', 'technology']",985203
2297,706,109,3442,606,674,217,718,853,10,34,1093,355,23,78,7,1,"['Blindness', 'brain', 'choice', 'fear', 'humanity', 'identity', 'motivation', 'personal growth', 'success']",2561564
2298,269,13,374,47,78,14,12,51,26,19,32,16,3,24,20,10,"['adventure', 'curiosity', 'entertainment', 'exploration', 'farming', 'friendship', 'gaming', 'garden', 'happiness', 'humor', 'love', 'math', 'personality', 'relationships']",792297
2299,601,83,369,24,38,514,583,138,377,255,46,65,148,11,18,35,"['communication', 'education', 'language', 'online video', 'personal growth', 'world cultures', 'writing']",2173228
2300,849,29,168,356,100,289,7,95,12,38,31,2,16,1,7,1,"['Internet', 'activism', 'communication', 'community', 'journalism', 'sexual violence', 'social change', 'social media', 'violence']",1024139
2301,605,32,182,652,281,53,418,95,30,112,59,18,27,13,6,11,"['adventure', 'aging', 'humanity', 'identity', 'illusion', 'intelligence', 'personal growth', 'self', 'writing']",1477238
2302,588,25,152,60,174,2,1,112,184,46,24,43,6,1,5,7,"['PTSD', 'TEDMED', 'art', 'creativity', 'depression', 'humanity', 'illness', 'mental health', 'mind', 'pain', 'violence', 'visualizations', 'war']",827933
2303,801,24,104,667,144,231,18,312,5,15,62,14,50,51,24,12,"['business', 'collaboration', 'communication', 'innovation', 'leadership', 'motivation', 'potential', 'success', 'work']",1811178
2304,933,86,296,130,229,57,117,13,23,26,62,12,60,5,35,14,"['TEDx', 'art', 'beauty', 'creativity', 'culture', 'dance', 'entertainment', 'gender', 'identity', 'performance', 'performance art', 'social change', 'society']",571009
2305,1028,39,92,339,167,221,182,31,39,29,24,9,10,18,8,1,"['behavioral economics', 'blockchain', 'business', 'collaboration', 'communication', 'community', 'data', 'economics', 'innovation', 'money', 'potential', 'society', 'technology', 'trust']",1307557
2306,579,24,189,50,107,35,84,129,24,9,13,13,9,2,3,4,"['TEDMED', 'algorithm', 'communication', 'data', 'health', 'health care', 'illness', 'innovation', 'invention', 'medical research', 'medicine', 'science', 'technology']",1134472
2307,1062,84,24,7,29,396,173,239,49,96,43,157,51,49,6,30,"['AI', 'algorithm', 'choice', 'computers', 'data', 'decision-making', 'humanity', 'intelligence', 'machine learning', 'morality', 'potential', 'privacy', 'robots', 'science', 'society', 'software', 'technology']",1194781
2308,1042,45,269,140,139,431,254,35,9,21,22,78,21,11,5,9,"['Islam', 'Middle East', 'TEDx', 'activism', 'community', 'death', 'humanity', 'identity', 'religion', 'society', 'terrorism', 'violence', 'war']",1805897
2309,651,38,152,59,32,25,7,27,5,11,6,11,5,10,10,31,"['TEDNYC', 'choice', 'communication', 'democracy', 'global development', 'global issues', 'language']",859817
2310,691,93,447,364,444,271,124,60,108,61,72,11,35,42,18,2,"['biology', 'cars', 'cities', 'collaboration', 'communication', 'design', 'driverless cars', 'infrastructure', 'nature', 'product design', 'technology', 'transportation', 'urban planning']",2859109
2311,937,49,106,60,67,47,55,142,12,34,41,13,24,10,17,6,"['Africa', 'Asia', 'Europe', 'Foreign Policy', 'Iran', 'Middle East', 'New York', 'South America', 'Syria', 'TEDx', 'business', 'china', 'democracy', 'global development', 'global issues', 'government', 'iraq', 'law', 'military', 'money', 'motivation', 'politics', 'security', 'society', 'war']",851675
2312,788,31,535,295,454,43,117,33,23,19,8,9,37,4,22,5,"['TEDx', 'aging', 'art', 'beauty', 'cancer', 'death', 'family', 'life', 'painting']",1134525
2313,993,18,125,432,336,22,92,91,4,78,102,107,48,4,1,13,"['TEDx', 'brain', 'communication', 'entertainment', 'film', 'hearing', 'illusion', 'library', 'media', 'mind', 'music', 'sound', 'speech', 'storytelling', 'technology']",1236485
2314,523,6,161,16,43,49,32,3,11,5,1,1,1,6,4,3,"['art', 'live music', 'music', 'performance', 'singer', 'vocals']",820295
2315,740,326,1243,688,349,441,522,109,118,165,51,114,119,40,147,47,"['TEDx', 'activism', 'art', 'beauty', 'creativity', 'culture', 'fear', 'humanity', 'identity', 'obesity', 'performance art', 'photography', 'self', 'social change', 'society']",1594248
2316,464,146,355,605,123,186,72,35,36,83,46,40,68,77,25,24,"['Internet', 'Surveillance', 'TED Fellows', 'activism', 'choice', 'communication', 'computers', 'data', 'government', 'hack', 'security', 'society', 'technology']",1307805
2317,830,128,243,315,304,319,422,92,48,34,27,55,21,24,35,4,"['Slavery', 'TEDx', 'United States', 'children', 'community', 'education', 'inequality', 'personal growth', 'policy', 'race', 'society', 'teaching']",1181475
2318,675,11,48,31,88,73,49,106,12,17,4,29,6,12,1,0,"['big problems', 'collaboration', 'communication', 'data', 'decision-making', 'humanity', 'innovation', 'society', 'technology']",951340
2319,704,23,71,238,7,369,87,133,17,61,9,148,77,5,17,18,"['beauty', 'business', 'collaboration', 'goal-setting', 'humanity', 'innovation', 'leadership', 'motivation', 'work']",1385538
2320,369,8,206,53,52,9,17,2,20,12,10,19,13,9,6,3,"['TED Fellows', 'guitar', 'live music', 'music', 'performance', 'singer', 'vocals']",738590
2321,1158,90,233,335,63,65,12,86,63,23,77,20,7,6,6,5,"['Gender equality', 'culture', 'democracy', 'government', 'inequality', 'media', 'motivation', 'politics', 'social change', 'television', 'women']",877915
2322,888,121,612,911,243,67,673,31,108,171,34,7,10,77,17,11,"['Islam', 'activism', 'community', 'death', 'family', 'humanity', 'love', 'religion', 'social change', 'society']",1177013
2323,1217,214,117,452,334,234,169,34,29,41,14,46,10,18,33,9,"['TEDNYC', 'United States', 'choice', 'communication', 'community', 'democracy', 'economics', 'evolutionary psychology', 'government', 'identity', 'inequality', 'interview', 'media', 'peace', 'philosophy', 'policy', 'psychology', 'religion', 'security', 'social change', 'social media', 'society', 'sociology']",1515162
2324,423,18,255,292,351,70,173,116,22,42,30,47,6,4,6,0,"['TED Residency', 'children', 'computers', 'creativity', 'design', 'education', 'engineering', 'innovation', 'invention', 'personal growth', 'programming', 'teaching', 'technology']",1047389
2325,631,58,96,192,224,82,61,19,22,21,68,8,8,6,5,1,"['PTSD', 'depression', 'mental health', 'military', 'psychology', 'society', 'war']",990521
2326,1129,106,21,71,48,51,121,159,144,95,4,28,17,8,16,4,"['activism', 'community', 'gender', 'humanity', 'identity', 'inequality', 'race', 'social change', 'society', 'violence', 'women']",857330
2327,897,48,127,112,120,479,193,203,112,35,53,62,5,39,15,25,"['Internet', 'blockchain', 'business', 'collaboration', 'computers', 'data', 'economics', 'future', 'innovation', 'privacy', 'security', 'society', 'software', 'technology', 'trust', 'wikipedia']",1985742
2328,445,45,466,416,443,98,171,165,27,5,152,22,57,3,5,0,"['adventure', 'animation', 'art', 'beauty', 'collaboration', 'computers', 'design', 'discovery', 'exploration', 'history', 'innovation', 'invention', 'technology', 'visualizations']",1122671
2329,713,37,265,559,174,199,94,28,104,9,25,19,3,10,13,0,"['children', 'communication', 'compassion', 'education', 'empathy', 'identity', 'innovation', 'motivation', 'potential', 'society', 'teaching']",1158432
2330,1024,82,239,555,87,874,732,399,411,192,134,63,21,26,6,16,"['TEDx', 'art', 'beauty', 'communication', 'education', 'math', 'music', 'nature', 'philosophy', 'universe', 'visualizations']",1910593
2331,1188,71,200,334,404,47,161,15,46,82,47,4,23,16,12,32,"['Gender equality', 'activism', 'feminism', 'global issues', 'government', 'history', 'inequality', 'motivation', 'personal growth', 'politics', 'social change', 'society', 'women']",799891
2332,945,93,251,209,389,696,135,225,542,84,67,10,17,15,24,37,"['DNA', 'Human body', 'aging', 'bacteria', 'biology', 'biotech', 'brain', 'chemistry', 'collaboration', 'engineering', 'evolution', 'future', 'genetics', 'humanity', 'innovation', 'invention', 'life', 'nature', 'neuroscience', 'physiology', 'science', 'society', 'technology']",2595890
2333,908,69,1456,1668,565,150,790,338,56,165,34,78,175,50,60,22,"['TEDx', 'business', 'communication', 'decision-making', 'empathy', 'identity', 'leadership', 'motivation', 'personal growth', 'personality', 'relationships', 'society', 'women in business', 'work']",3225186
2334,826,291,152,231,48,87,11,44,19,33,15,12,18,12,10,14,"['alternative energy', 'choice', 'climate change', 'engineering', 'global issues', 'innovation', 'nuclear energy', 'pollution', 'potential', 'resources', 'science', 'society']",1070583
2335,965,99,80,54,91,148,77,12,93,13,7,42,15,26,12,11,"['Africa', 'Gender equality', 'activism', 'collaboration', 'communication', 'community', 'government', 'history', 'humanity', 'identity', 'immigration', 'inequality', 'media', 'poverty', 'race', 'social change', 'social media', 'society']",782276
2336,847,43,437,125,278,51,64,73,181,6,41,21,16,4,17,20,"['TEDx', 'data', 'economics', 'global development', 'humanity', 'map', 'population', 'visualizations']",1384978
2337,686,13,151,14,76,28,38,6,39,8,29,26,19,9,8,2,"['TEDNYC', 'cities', 'design', 'environment', 'garden', 'infrastructure', 'urban planning']",825412
2338,747,65,174,340,486,134,2,18,6,116,101,35,75,31,16,14,"['business', 'personal growth', 'storytelling', 'television']",1381604
2339,1027,53,447,90,357,248,77,65,14,27,8,11,28,4,23,35,"['Gender equality', 'Gender spectrum', 'LGBT', 'Transgender', 'activism', 'art', 'beauty', 'collaboration', 'compassion', 'family', 'feminism', 'gender', 'happiness', 'humanity', 'identity', 'inequality', 'poetry', 'relationships', 'social change', 'society', 'women', 'writing']",1172873
2340,615,40,29,17,63,186,65,100,54,18,27,28,8,21,13,4,"['TEDx', 'communication', 'engineering', 'environment', 'exploration', 'rocket science', 'science', 'technology']",962489
2341,931,79,1856,3085,786,767,727,280,1417,71,430,133,7,7,11,1,"['TEDx', 'adventure', 'creativity', 'curiosity', 'entrepreneur', 'failure', 'fear', 'goal-setting', 'humanity', 'innovation', 'life', 'motivation', 'personal growth', 'sociology', 'teaching']",3464767
2342,944,42,877,715,519,149,137,70,43,24,53,24,8,5,12,4,"['aging', 'communication', 'compassion', 'death', 'empathy', 'family', 'health', 'humanity', 'life', 'relationships', 'vulnerability']",1290086
2343,746,44,49,137,90,62,15,35,3,10,43,28,1,8,5,3,"['Bioethics', 'TEDx', 'biology', 'children', 'communication', 'creativity', 'family', 'genetics', 'humanity', 'identity', 'parenting']",1026629
2344,1033,34,163,75,22,49,21,105,80,8,23,9,5,7,5,0,"['TEDx', 'cancer', 'collaboration', 'communication', 'death', 'health', 'health care', 'humanity', 'illness', 'life', 'medical research', 'medicine', 'science']",888652
2345,824,76,64,102,281,126,223,329,17,2,23,33,21,27,19,10,"['AI', 'Internet', 'algorithm', 'business', 'collaboration', 'computers', 'data', 'decision-making', 'driverless cars', 'future', 'humanity', 'industrial design', 'innovation', 'intelligence', 'invention', 'machine learning', 'mind', 'robots', 'society', 'technology']",1389133
2346,1103,85,123,241,395,155,17,39,124,68,26,68,22,12,9,9,"['PTSD', 'TEDx', 'brain', 'chemistry', 'depression', 'happiness', 'health', 'health care', 'history', 'humanity', 'illness', 'medical research', 'medicine', 'mental health', 'mind', 'neuroscience', 'pharmaceuticals', 'science']",1173589
2347,620,52,157,256,143,149,49,32,16,50,42,24,21,14,16,8,"['children', 'community', 'education', 'family', 'fear', 'identity', 'inequality', 'motivation', 'personal growth', 'race', 'society', 'teaching']",1005451
2348,714,90,1851,2906,367,664,133,355,305,34,1361,377,210,70,25,14,"['choice', 'goal-setting', 'happiness', 'personal growth', 'time', 'work', 'work-life balance']",4864165
2349,1117,135,34,89,40,23,468,234,247,22,75,142,6,27,13,22,"['TEDx', 'agriculture', 'behavioral economics', 'business', 'collaboration', 'economics', 'farming', 'history', 'humanity', 'innovation', 'manufacturing', 'population', 'productivity', 'social change', 'society', 'technology', 'work']",1232506
2350,237,35,309,391,119,230,27,25,25,27,32,67,54,7,19,16,"['Gender equality', 'children', 'death', 'future', 'history', 'humanity', 'identity', 'inequality', 'media', 'parenting', 'performance', 'performance art', 'poetry', 'social change', 'social media', 'violence', 'women']",1119309
2351,715,40,447,77,239,26,49,68,52,10,54,12,21,7,19,7,"['Mars', 'Planets', 'TEDx', 'astrobiology', 'astronomy', 'biosphere', 'environment', 'future', 'rocket science', 'science', 'solar system', 'technology', 'universe']",975597
2352,987,240,325,126,674,35,270,296,82,37,107,33,45,20,18,14,"['communication', 'community', 'faith', 'humanity', 'identity', 'innovation', 'morality', 'religion', 'social change', 'society', 'teaching', 'violence', 'women']",1219102
2353,954,53,301,305,71,291,54,53,43,60,64,15,9,4,32,5,"['Nobel prize', 'TEDx', 'collaboration', 'dark matter', 'data', 'discovery', 'engineering', 'exploration', 'future', 'history', 'innovation', 'motivation', 'nature', 'physics', 'science', 'universe']",1430257
2354,808,76,309,1399,1666,698,288,612,296,661,52,93,29,19,23,17,"['anthropology', 'behavioral economics', 'business', 'collaboration', 'community', 'leadership', 'motivation', 'personal growth', 'personality', 'psychology', 'self', 'society', 'work']",3535736
2355,899,92,125,148,29,13,119,22,50,3,27,8,14,8,9,4,"['collaboration', 'fear', 'global issues', 'government', 'history', 'humanity', 'nuclear energy', 'nuclear weapons', 'peace', 'security', 'technology', 'terrorism', 'violence', 'war']",899560
2356,728,45,442,193,95,256,45,64,30,29,37,6,7,5,2,1,"['children', 'community', 'education', 'food', 'health', 'inequality', 'mental health', 'personal growth', 'policy', 'society', 'teaching']",1345520
