card_id,playerClass,type,name,cost,attack,health,rarity,durability,collectible,race,set,text,flavor,targeting_arrow_text,
CS2_053e,SHAMAN,ENCHANTMENT,Far Sight,,,,,,,,EXPERT1,One of your cards costs (3) less.,,,
BRM_024e,NEUTRAL,ENCHANTMENT,Large Talons,,,,,,,,BRM,1,,,
BRM_017,PRIEST,SPELL,Resurrect,2,,,RARE,,TRUE,,BRM,Summon a random friendly minion that died this game.,"I walked into the dungeon and noticed a slain adventurer. In his final moments, he had scrawled out a message in the dust on the wall beside him. Two words: ""rez plz""",,
EX1_160t,DRUID,MINION,Panther,2,3,2,COMMON,,,BEAST,EXPERT1,,,,
XXX_008,NEUTRAL,SPELL,Freeze,0,,,COMMON,,,,CHEAT,<b>Freeze</b> a character.,,,
CS2_226e,NEUTRAL,ENCHANTMENT,Frostwolf Banner,,,,,,,,CORE,Increased stats.,,,
XXX_009e,NEUTRAL,ENCHANTMENT,Empty Enchant,,,,COMMON,,,,CHEAT,This enchantment does nothing.,,,
LOEA06_02th,NEUTRAL,MINION,Earthen Statue,1,0,5,,,,,LOE,,,,
OG_282,ROGUE,MINION,Blade of C'Thun,9,4,4,EPIC,,TRUE,,OG,<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to your C'Thun's <i>(wherever it is).</i>,C'Thun demands a sacrifice! Preferably a Deathwing.,,
TB_SPT_DPromoSecret3,WARRIOR,SPELL,Visions of Valor,2,,,,,,,TB,"<b>Secret:</b> When your opponent summons a Legendary minion, give all minions <b>Windfury</b>",,,
XXX_064,NEUTRAL,SPELL,The Song That Ends the World,0,,,LEGENDARY,,,,CHEAT,"Crash the game server.  No, really.",Some men just want to watch the world burn.,,
OG_314,WARRIOR,SPELL,Blood To Ichor,1,,,RARE,,TRUE,,OG,"Deal $1 damage to a minion. If it survives, summon a 2/2 Slime.","For his next trick, he turns the ichor back to blood and stuffs it back in you.",,
TB_PickYourFate_3,NEUTRAL,SPELL,Dire Fate: Windfury,0,,,,,,,TB,All minions have <b>Windfury</b>.,,,
TB_DiscoverMyDeck_Discovery,NEUTRAL,SPELL,Peruse,1,,,COMMON,,,,TB,<b>Discover</b> a card from your deck.,,,
CFM_308b,DRUID,SPELL,Forgotten Mana,0,,,,,,,GANGS,Refresh your Mana Crystals.,,,
NAX1h_01,NEUTRAL,HERO,Anub'Rekhan,,,45,,,,,NAXX,,,,
BRMA05_1H,NEUTRAL,HERO,Baron Geddon,,,50,,,,,BRM,,,,
CFM_621t4,NEUTRAL,SPELL,Felbloom,1,,,,,,,GANGS,Deal $2 damage to all minions.,,,
TB_SPT_DPromoSecret7,WARRIOR,SPELL,Visions of the Necromancer,2,,,,,,,TB,"<b>Secret:</b> When your opponent summons a minion with <b>Deathrattle</b>, destroy it.",,,
XXX_102,NEUTRAL,SPELL,Add 1 to Health.,0,,,COMMON,,,,CHEAT,Adds 1 health to a damaged character. Does NOT heal.,,,
AT_057o,HUNTER,ENCHANTMENT,Groomed,,,,,,,,TGT,<b>Immune</b> this turn.,,,
TBST_002,NEUTRAL,MINION,OLDN3wb Mage,1,2,1,,,,,TB,"At the end of your turn, deal 1 damage to random enemy minion.",,,
TB_CoOpv3_009,NEUTRAL,SPELL,Explosive Rune,0,,,,,,,TB,Summon an 'Explosive Rune.',,,
OG_202c,DRUID,MINION,Slime,2,2,2,,,,,OG,,,,
CS2_009,DRUID,SPELL,Mark of the Wild,2,,,FREE,,TRUE,,CORE,"Give a minion <b>Taunt</b> and +2/+2.<i>
(+2 Attack/+2 Health)</i>",Not to be confused with Jim of the Wild.,,
CS2_077,ROGUE,SPELL,Sprint,7,,,COMMON,,TRUE,,CORE,Draw 4 cards.,Rogues are not good joggers.,,
OG_321e,NEUTRAL,ENCHANTMENT,Power of Faith,,,,,,,,OG,1,,,
EX1_289,MAGE,SPELL,Ice Barrier,3,,,COMMON,,TRUE,,EXPERT1,"<b>Secret:</b> When your
hero is attacked,
gain 8 Armor.",This is Rank 1.  Rank 2 is Chocolate Milk Barrier.,,
GVG_051e,WARRIOR,ENCHANTMENT,Enraged,,,,,,,,GVG,+1 Attack,,,
EX1_154,DRUID,SPELL,Wrath,2,,,COMMON,,TRUE,,EXPERT1,<b>Choose One -</b> Deal $3 damage to a minion; or $1 damage and draw a card.,The talk around the Ratchet Inn is that this card is too good and should be a Legendary.,,
AT_058,HUNTER,MINION,King's Elekk,2,3,2,COMMON,,TRUE,BEAST,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, draw it.",Elekk jousting is AWESOME.,,
GVG_070,NEUTRAL,MINION,Salty Dog,5,7,4,COMMON,,TRUE,PIRATE,GVG,,"He's recently recovered from being a ""scurvy dog.""",,
TB_CoOpv3_007,NEUTRAL,SPELL,Flame Missiles,0,,,,,,,TB,Deal 5 damage randomly split among all other characters.,,,
GVG_027,ROGUE,MINION,Iron Sensei,3,2,2,RARE,,TRUE,MECHANICAL,GVG,"At the end of your turn, give another friendly Mech +2/+2.","Mechs like learning from him because he really speaks their language.
0110100001101001",,
TB_ClassRandom_Druid,DRUID,SPELL,Second Class: Druid,0,,,,,,,TB,Add Druid cards to your deck.,,,
AT_069,WARRIOR,MINION,Sparring Partner,2,3,2,RARE,,TRUE,,TGT,"<b>Taunt</b>
<b>Battlecry:</b> Give a
minion <b>Taunt</b>.","Come at me, bro.",Grant <b>Taunt</b>.,
BRM_022,NEUTRAL,MINION,Dragon Egg,1,0,2,RARE,,TRUE,,BRM,"Whenever this minion takes damage, summon a 2/1 Whelp.",Think of them as bullets for your dragon gun.,,
NAX6_03,NEUTRAL,SPELL,Deathbloom,4,,,,,,,NAXX,Deal $5 damage to a minion. Summon a Spore.,,,
XXX_056,NEUTRAL,SPELL,Silence and Destroy All Minions,0,,,,,,,CHEAT,Destroy all minions without triggering deathrattles.,,,
TB_FW_Boom_Update,NEUTRAL,HERO,Capt. Boom Bot,,,30,,,,,TB,,,,
TB_KTRAF_1,NEUTRAL,MINION,Anub'Rekhan,4,5,5,LEGENDARY,,,,TB,"At the end of your turn, summon a 3/1 Nerubian.",,,
NAX11_04,NEUTRAL,SPELL,Mutating Injection,3,,,,,,,NAXX,Give a minion +4/+4 and <b>Taunt</b>.,,,
KAR_A02_04,NEUTRAL,MINION,Knife,3,5,1,,,,,KARA,Plates have <b>Taunt</b>.,,,
CFM_643e,WARRIOR,ENCHANTMENT,Smuggling,,,,,,,,GANGS,+1 Attack from Hobart Grapplehammer.,,,
BRMA09_1,NEUTRAL,HERO,Rend Blackhand,,,30,,,,,BRM,,,,
EX1_383t,PALADIN,WEAPON,Ashbringer,5,5,,LEGENDARY,3,,,EXPERT1,,,,
EX1_178be,DRUID,ENCHANTMENT,Uprooted,,,,,,,,EXPERT1,+5 Attack.,,,
CS2_118,NEUTRAL,MINION,Magma Rager,3,5,1,FREE,,TRUE,,CORE,,"He likes to think he is powerful, but pretty much anyone can solo Molten Core now.",,
GVG_008,PRIEST,SPELL,Lightbomb,6,,,EPIC,,TRUE,,GVG,Deal damage to each minion equal to its Attack.,This is what happens when you allow goblins to be priests.,,
LOEA04_24h,NEUTRAL,MINION,Anubisath Temple Guard,8,6,15,,,,,LOE,,,,
CFM_715,NEUTRAL,MINION,Jade Spirit,4,2,3,COMMON,,TRUE,,GANGS,<b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>.,"""He's so cute!  I just want to squeeze him, then use him for Jade Golem parts!"" - Aya Blackpaw",,
EX1_011,NEUTRAL,MINION,Voodoo Doctor,1,2,1,FREE,,TRUE,,CORE,<b>Battlecry:</b> Restore 2 Health.,Voodoo is an oft-misunderstood art. But it <i>is</i> art.,Restore 2 Health.,
OG_114,WARLOCK,SPELL,Forbidden Ritual,0,,,RARE,,TRUE,,OG,Spend all your Mana. Summon that many 1/1 Tentacles.,"Actually, C'Thun gives his full support for this ritual.",,
BRMA09_4Ht,NEUTRAL,MINION,Dragonkin,1,5,4,,,,DRAGON,BRM,,,,
KAR_073,SHAMAN,SPELL,Maelstrom Portal,2,,,RARE,,TRUE,,KARA,"Deal?1 damage to all enemy minions. Summon a random
1-Cost minion.","They bill this as a popular resort attraction, but they try and get your money up front.",,
CFM_905,PALADIN,SPELL,Small-Time Recruits,3,,,EPIC,,TRUE,,GANGS,"[x]Draw three 1-Cost
minions from your deck.",Now we know why they wear tiny watches.,,
BRMA01_2,NEUTRAL,HERO_POWER,Pile On!,0,,,,,,,BRM,"<b>Hero Power</b>
Put a minion from each deck into the battlefield.",,,
DS1_070,HUNTER,MINION,Houndmaster,4,4,3,FREE,,TRUE,,CORE,<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.,"""Who let the dogs out?"" he asks.  It's rhetorical.",Give a Beast +2/+2 and Taunt.,
AT_108,NEUTRAL,MINION,Armored Warhorse,4,5,3,RARE,,TRUE,BEAST,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Charge</b>.",Yep.  It's a horse... wearing armor... going to war.,,
CRED_09,NEUTRAL,MINION,Ben Thompson,6,4,7,LEGENDARY,,,,CREDITS,<b>Battlecry:</b> Draw some cards. With a pen.,,,
AT_086e,NEUTRAL,ENCHANTMENT,Villainy,,,,,,,,TGT,Your Hero Power costs (5) more this turn.,,,
AT_014e,PRIEST,ENCHANTMENT,Shadowfiended,,,,,,,,TGT,Costs (1) less.,,,
BRMA14_4,NEUTRAL,HERO_POWER,Activate Toxitron,4,,,,,,,BRM,"<b>Hero Power</b>
Activate Toxitron!",,,
EX1_306,WARLOCK,MINION,Succubus,2,4,3,FREE,,TRUE,DEMON,CORE,<b>Battlecry:</b> Discard a random card.,Warlocks have it pretty good.,,
FP1_012,NEUTRAL,MINION,Sludge Belcher,5,3,5,RARE,,TRUE,,NAXX,"<b>Taunt
Deathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.",DO NOT GIVE HIM A ROOT BEER.,,
OG_094,PRIEST,SPELL,Power Word: Tentacles,5,,,COMMON,,TRUE,,OG,Give a minion +2/+6.,Because you're wrapped in a protective layer of?tentacles?,,
NAX9_07e,NEUTRAL,ENCHANTMENT,Mark of the Horsemen,,,,,,,,NAXX,1,,,
KARA_07_08heroic,NEUTRAL,SPELL,Dragons Free!,5,,,,,,,KARA,Summon a random Dragon.,,,
GVG_105,NEUTRAL,MINION,Piloted Sky Golem,6,6,4,EPIC,,TRUE,MECHANICAL,GVG,<b>Deathrattle:</b> Summon a random 4-Cost minion.,The pinnacle of goblin engineering. Includes an espresso machine and foot massager.,,
LOE_008H,NEUTRAL,SPELL,Eye of Hakkar,1,,,,,,,LOE,Take a secret from your opponent's deck and put it into the battlefield.,,,
KARA_06_01e,NEUTRAL,ENCHANTMENT,Death-Marked Love,,,,,,,,KARA,Julianne is <b>immune</b>.,,,
EX1_001e,NEUTRAL,ENCHANTMENT,Warded,,,,,,,,EXPERT1,Increased Attack.,,,
OG_080d,ROGUE,SPELL,Briarthorn Toxin,1,,,,,,,OG,Give a minion +3 Attack.,,,
LOEA16_24,NEUTRAL,MINION,Giantfin,5,5,5,LEGENDARY,,,MURLOC,LOE,"At the end of your turn, draw until you have as many cards as your opponent.",,,
EX1_085,NEUTRAL,MINION,Mind Control Tech,3,3,3,RARE,,TRUE,,EXPERT1,"[x]<b>Battlecry:</b> If your opponent
has 4 or more minions, take
 control of one at random.","Mind Control technology is getting better, but that's not saying much.",,
EX1_tk29,NEUTRAL,MINION,Devilsaur,5,5,5,COMMON,,,BEAST,EXPERT1,,,,
NAX6_03te,NEUTRAL,ENCHANTMENT,Fungal Growth,,,,,,,,NAXX,Increased Attack.,,,
TB_BlingBrawl_Blade2e,NEUTRAL,ENCHANTMENT,Blingtron's Blade HERO,,,,,,,,TB,,,,
TB_ClassRandom_Mage,MAGE,SPELL,Second Class: Mage,0,,,,,,,TB,Add Mage cards to your deck.,,,
OG_292e,NEUTRAL,ENCHANTMENT,Night's Devotion,,,,,,,,OG,1,,,
TB_SPT_DPromoSecret4,WARRIOR,SPELL,Visions of Fate,2,,,,,,,TB,<b>Secret:</b> When your opponent takes lethal damage... save him.,,,
AT_052,SHAMAN,MINION,Totem Golem,2,3,4,COMMON,,TRUE,TOTEM,TGT,<b>Overload:</b> (1),What happens when you glue a buncha totems together.,,
AT_132_SHAMANc,SHAMAN,MINION,Stoneclaw Totem,0,0,2,,,,,TGT,<b>Taunt</b>,,,
TB_013,NEUTRAL,ENCHANTMENT,Player Choice Enchant,,,,,,,,TB,,,,
AT_028e,NEUTRAL,ENCHANTMENT,Chi Lance,,,,,,,,TGT,+3 Attack.,,,
GVG_002,MAGE,MINION,Snowchugger,2,2,3,COMMON,,TRUE,MECHANICAL,GVG,<b>Freeze</b> any character damaged by this minion.,"Do the slow chant when he waddles by: ""Chug! Chug! Chug!""",,
LOEA12_2H,NEUTRAL,HERO_POWER,Pearl of the Tides,0,,,,,,,LOE,"At the end of your turn, replace all minions with new ones. Yours cost (1) more.",,,
KARA_07_01,NEUTRAL,HERO,Curator,,,30,,,,,KARA,,,,
EX1_238,SHAMAN,SPELL,Lightning Bolt,1,,,COMMON,,TRUE,,EXPERT1,Deal $3 damage. <b>Overload:</b> (1),Lightning Bolt! Lightning Bolt! Lightning Bolt!,,
BRMA10_6e,NEUTRAL,ENCHANTMENT,Blind With Rage,,,,,,,,BRM,Increased Attack.,,,
OG_202ae,DRUID,ENCHANTMENT,Y'Shaarj's Strength,,,,RARE,,,,OG,1,,,
GAME_003,NEUTRAL,ENCHANTMENT,Coin's Vengeance,,,,,,,,CORE,Going second makes your first minion stronger.,,,
KARA_13_01H,WARRIOR,HERO,Nazra Wildaxe,,,15,,,,,KARA,,,,
KARA_09_03a_heroic,NEUTRAL,MINION,Icky Imp,1,2,2,,,,DEMON,KARA,<b>Deathrattle:</b> Resummon this minion and Illhoof loses 2 Health.,,,
BRMA16_1,NEUTRAL,HERO,Atramedes,,,30,,,,,BRM,,,,
CFM_712_t08,NEUTRAL,MINION,Jade Golem,8,8,8,,,,,GANGS,,,,
CFM_696,SHAMAN,SPELL,Devolve,2,,,RARE,,TRUE,,GANGS,Transform all enemy minions into random ones that cost (1) less.,"Ragnaros looked down. He looked like some kind of War Golem. ""WHAT HAVE YOU DONE TO ME,"" he yelled. But all that came out was a deep grinding sound. He began to cry.",,
EX1_604,WARRIOR,MINION,Frothing Berserker,3,2,4,RARE,,TRUE,,EXPERT1,"Whenever a minion takes damage, gain +1 Attack.",He used to work as an accountant before he tried his hand at Berserkering.,,
FP1_028,NEUTRAL,MINION,Undertaker,1,1,2,COMMON,,TRUE,,NAXX,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.","In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",,
TB_SPT_DPromoSpellBovine1e,NEUTRAL,ENCHANTMENT,Herding,,,,,,,,TB,Minion has <b>Taunt</b>.,,,
CFM_655,NEUTRAL,MINION,Toxic Sewer Ooze,3,4,3,COMMON,,TRUE,,GANGS,<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.,"When Sergeant Sally shows up unexpectedly, DO NOT FLUSH YOUR MANA CRYSTALS DOWN THE TOILET.",,
OG_150,NEUTRAL,MINION,Aberrant Berserker,4,3,5,COMMON,,TRUE,,OG,<b>Enrage:</b> +2 Attack.,"I berserk, therefore I am.",,
AT_099t,NEUTRAL,MINION,War Kodo,5,3,5,,,,BEAST,TGT,,,,
CFM_854,NEUTRAL,MINION,Ancient of Blossoms,6,3,8,COMMON,,TRUE,,GANGS,<b>Taunt</b>,His new shampoo is really working!,,
FP1_013,NEUTRAL,MINION,Kel'Thuzad,8,6,8,LEGENDARY,,TRUE,,NAXX,"At the end of each turn, summon all friendly minions that died this turn.",Kel'Thuzad could not resist the call of the Lich King. Even when it's just a robo-call extolling the Lich King's virtues.,,
CS2_169,NEUTRAL,MINION,Young Dragonhawk,1,1,1,COMMON,,TRUE,BEAST,EXPERT1,<b>Windfury</b>,They were the inspiration for the championship Taurenball team: The Dragonhawks.,,
OG_176,ROGUE,SPELL,Shadow Strike,3,,,COMMON,,TRUE,,OG,Deal $5 damage to an undamaged character.,"It's like a backstab, only from the front. And with two more stabs.",,
HERO_01a,WARRIOR,HERO,Magni Bronzebeard,,,30,EPIC,,TRUE,,HERO_SKINS,,,,
BRMA13_6,NEUTRAL,MINION,Living Lava,0,6,6,,,,,BRM,<b>Taunt</b>,,,
EX1_275,MAGE,SPELL,Cone of Cold,4,,,COMMON,,TRUE,,EXPERT1,"<b>Freeze</b> a minion and the minions next to it, and deal $1 damage to them.",Magi of the Kirin Tor were casting Cubes of Cold for many years before Cones came into fashion some 90 years ago.,,
LOE_061e,NEUTRAL,ENCHANTMENT,Power of the Titans,,,,,,,,LOE,1,,,
AT_045,DRUID,MINION,Aviana,9,5,5,LEGENDARY,,TRUE,,TGT,Your minions cost (1).,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",,
Mekka4e,NEUTRAL,ENCHANTMENT,Transformed,,,,,,,,PROMO,Has been transformed into a chicken!,,,
NAX6_03t,NEUTRAL,MINION,Spore,0,0,1,,,,,NAXX,<b>Deathrattle:</b> Give all enemy minions +8 Attack.,,,
BRMC_85,NEUTRAL,MINION,Lucifron,4,4,7,LEGENDARY,,,,TB,<b>Battlecry:</b> Cast Corruption on all other minions.,,,
LOE_046,NEUTRAL,MINION,Huge Toad,2,3,2,COMMON,,TRUE,BEAST,LOE,<b>Deathrattle:</b> Deal 1 damage to a random enemy.,Deals damage when he croaks.,,
XXX_022,NEUTRAL,SPELL,Free Cards,0,,,COMMON,,,,CHEAT,Your cards cost (0) for the rest of the game.,,,
TBA01_6,NEUTRAL,HERO_POWER,Molten Rage,2,,,,,,,TB,"<b>Hero Power</b>
Summon a 5/1 Magma Rager.",,,
TB_CoOpBossSpell_4,NEUTRAL,SPELL,Overclock,0,,,,,,,TB,Gain 2 Attack.,,,
EX1_399e,NEUTRAL,ENCHANTMENT,Berserking,,,,,,,,CORE,This minion has increased Attack.,,,
BRMA03_1,NEUTRAL,HERO,Emperor Thaurissan,,,30,,,,,BRM,,,,
CFM_621e,NEUTRAL,ENCHANTMENT,Goldthorn,,,,,,,,GANGS,+2 Health.,,,
TU4f_002,NEUTRAL,MINION,Pandaren Scout,1,1,1,COMMON,,,,MISSIONS,,,,
GVG_063,PALADIN,MINION,Bolvar Fordragon,5,1,7,LEGENDARY,,TRUE,,GVG,"Whenever a friendly minion dies while this is in your hand, gain +1 Attack.",Spoiler alert: Bolvar gets melted and then sits on an ice throne and everyone forgets about him.,,
TB_CoOp_Mechazod_OLD,NEUTRAL,MINION,Gearmaster Mechazod,10,2,95,LEGENDARY,,,,TB,"<b>Boss</b>
Mechazod wins if he defeats either of you!",,,
BRMA14_12,NEUTRAL,MINION,Magmaw,5,10,2,LEGENDARY,,,,BRM,<b>Taunt</b>,,,
CFM_652,NEUTRAL,MINION,Second-Rate Bruiser,5,4,5,RARE,,TRUE,,GANGS,"[x]<b>Taunt</b>
Costs (2) less if your
opponent has at least
three minions.",He'll be a first-rate bruiser once he gets used to his contacts.,,
OG_318,NEUTRAL,MINION,"Hogger, Doom of Elwynn",7,6,6,LEGENDARY,,TRUE,,OG,"Whenever this minion takes damage, summon a 2/2 Gnoll with <b>Taunt</b>.","When C'thun went to sleep, he checked under his bed for Hogger.",,
OG_080f,ROGUE,SPELL,Firebloom Toxin,1,,,,,,,OG,Deal $2 damage.,,,
CFM_940,WARRIOR,SPELL,I Know a Guy,1,,,COMMON,,TRUE,,GANGS,<b>Discover</b> a <b>Taunt</b> minion.,Well?a guy who knows a guy.,,
CFM_626,PRIEST,MINION,Kabal Talonpriest,3,3,4,COMMON,,TRUE,,GANGS,<b>Battlecry:</b> Give a friendly minion +3 Health.,Inkmaster Solia had to figure out how to tatoo feathers.,,
LOE_079,NEUTRAL,MINION,Elise Starseeker,4,3,5,LEGENDARY,,TRUE,,LOE,<b>Battlecry:</b> Shuffle the 'Map to the Golden Monkey'   into your deck.,A large part of her job entails not mixing up the Map to the Golden Monkey with the Map to Monkey Island.,,
KAR_300,DRUID,MINION,Enchanted Raven,1,2,2,COMMON,,TRUE,BEAST,KARA,,"Once upon a midnight restive, Medivh pondered, feeling festive!",,
CS2_103,WARRIOR,SPELL,Charge,1,,,FREE,,TRUE,,CORE,Give a friendly minion <b>Charge</b>. It can't attack heroes this turn.,"""Guys! Guys! Slow down!"" - some kind of non-warrior minion",,
KARA_07_01heroic,NEUTRAL,HERO,Curator,,,40,,,,,KARA,,,,
EX1_625t2,PRIEST,HERO_POWER,Mind Shatter,2,,,,,,,EXPERT1,"<b>Hero Power</b>
Deal $3 damage.",,,
BRMA04_1,NEUTRAL,HERO,Garr,,,30,,,,,BRM,,,,
AT_081e,PALADIN,ENCHANTMENT,Purified,,,,,,,,TGT,Attack changed to 1.,,,
EX1_160,DRUID,SPELL,Power of the Wild,2,,,COMMON,,TRUE,,EXPERT1,<b>Choose One -</b> Give your minions +1/+1; or Summon a 3/2 Panther.,"Never look a panther in the eye.  Or is it 'Always look a panther in the eye'?  Well, it's one of those.",,
CRED_05,NEUTRAL,MINION,Kyle Harrison,3,5,4,LEGENDARY,,,,CREDITS,<i>3 for a 5/4? That's a good deal!</i>,,,
EX1_573t,DRUID,MINION,Treant,2,2,2,,,,,EXPERT1,<b>Taunt</b>,,,
KARA_09_03,NEUTRAL,SPELL,Many Imps!,2,,,,,,,KARA,Summon 2 Icky Imps.,,,
OG_082,NEUTRAL,MINION,Evolved Kobold,4,2,2,COMMON,,TRUE,,OG,<b>Spell Damage +2</b>,You no take tentacle!,,
CS2_173,NEUTRAL,MINION,Bluegill Warrior,2,2,1,COMMON,,TRUE,MURLOC,CORE,<b>Charge</b>,He just wants a hug.   A sloppy... slimy... hug.,,
OG_133,NEUTRAL,MINION,"N'Zoth, the Corruptor",10,5,7,LEGENDARY,,TRUE,,OG,<b>Battlecry:</b> Summon your <b>Deathrattle</b> minions that died this game.,"Has not been able to get ""Under the Sea"" out of his head for like FIVE THOUSAND YEARS.",,
LOEA01_01,NEUTRAL,HERO,Sun Raider Phaerix,,,30,,,,,LOE,,,,
TB_ClassRandom_Rogue,ROGUE,SPELL,Second Class: Rogue,0,,,,,,,TB,Add Rogue cards to your deck.,,,
TB_CoOpv3_BOSSe,NEUTRAL,ENCHANTMENT,WHY WON'T YOU DIE!?,,,,,,,,TB,Now he's REALLY mad....,,,
GVG_057,PALADIN,SPELL,Seal of Light,2,,,COMMON,,TRUE,,GVG,Restore #4 Health to your hero and gain +2 Attack this turn.,The walrus of Light restores EIGHT Health.,,
EX1_067,NEUTRAL,MINION,Argent Commander,6,4,2,RARE,,TRUE,,EXPERT1,"<b>Charge</b>
<b>Divine Shield</b>","The Argent Dawn stands vigilant against the Scourge, as well as people who cut in line at coffee shops.",,
BRMA16_4,NEUTRAL,SPELL,Reverberating Gong,1,,,,,,,BRM,Destroy your opponent's weapon.,,,
KARA_06_01heroic,NEUTRAL,MINION,Romulo,3,4,2,,,,,KARA,Julianne is <b>Immune</b>.,,,
BRM_010b,DRUID,SPELL,Fire Hawk Form,0,,,COMMON,,,,BRM,Transform into a 2/5 minion.,,,
NAX12_04,NEUTRAL,SPELL,Enrage,3,,,,,,,NAXX,Give your hero +6 Attack this turn.,,,
EX1_132,PALADIN,SPELL,Eye for an Eye,1,,,COMMON,,TRUE,,EXPERT1,"<b>Secret:</b> When your hero takes damage, deal that much damage to the enemy hero.",Justice sometimes takes the form of a closed fist into a soft cheek.,,
CFM_341,NEUTRAL,MINION,Sergeant Sally,3,1,1,LEGENDARY,,TRUE,,GANGS,<b>Deathrattle:</b> Deal damage equal to this minion's Attack to all enemy minions.,"""Who is she?  Where did she come from?  We don't even have a police force here in Gadgetzan!!"" - Mayor Noggenfogger",,
NAX9_01,NEUTRAL,HERO,Baron Rivendare,,,7,,,,,NAXX,,,,
XXX_010,NEUTRAL,SPELL,Silence - debug,0,,,COMMON,,,,CHEAT,Remove all enchantments and powers from a minion.,,,
CFM_685,NEUTRAL,MINION,Don Han'Cho,7,5,6,LEGENDARY,,TRUE,,GANGS,<b>Battlecry:</b> Give a random minion in your hand +5/+5.,"The brilliant mastermind of the Grimy Goons, Han sometimes thinks about ditching the idiot Cho, but that would just tear him apart.",,
NEW1_040t,NEUTRAL,MINION,Gnoll,2,2,2,,,,,EXPERT1,<b>Taunt</b>,,,
KARA_07_06,NEUTRAL,SPELL,Demons Loose!,4,,,,,,,KARA,Summon a random Demon.,,,
TB_KTRAF_6,NEUTRAL,MINION,Grobbulus,5,4,7,LEGENDARY,,,,TB,"Whenever this kills a minion, summon a poisonous 2/2 Slime.",,,
TB_SPT_Boss,NEUTRAL,HERO,City of Stormwind,,,1,,,,,TB,,,,
LOE_076,NEUTRAL,MINION,Sir Finley Mrrgglton,1,1,3,LEGENDARY,,TRUE,MURLOC,LOE,<b>Battlecry: Discover</b> a new basic Hero Power.,"In addition to fluent Common, he also speaks fourteen dialects of 'mrgl'.",,
GVG_033,DRUID,SPELL,Tree of Life,9,,,EPIC,,TRUE,,GVG,Restore all characters to full Health.,Healing: It grows on trees!,,
CFM_752,WARRIOR,SPELL,Stolen Goods,2,,,RARE,,TRUE,,GANGS,Give a random <b>Taunt</b> minion in your hand +3/+3.,"It fell off a kodo, I promise!",,
KARA_09_08_heroic,WARLOCK,MINION,Kil'rek,4,4,8,,,,DEMON,KARA,<b>Taunt</b>,,,
GVG_048,HUNTER,MINION,Metaltooth Leaper,3,3,3,RARE,,TRUE,MECHANICAL,GVG,<b>Battlecry:</b> Give your other Mechs +2 Attack.,Don't leave them out in the rain. In Un'Goro Crater there is a whole colony of rust-tooth leapers.,,
CRED_10,NEUTRAL,MINION,Michael Schweitzer,2,2,2,LEGENDARY,,,,CREDITS,<b>C-C-C-COMBO:</b> Destroy a minion.,,,
KARA_06_02,NEUTRAL,HERO,Julianne,,,15,,,,,KARA,,,,
OG_303e,NEUTRAL,ENCHANTMENT,Sorcerous Devotion,,,,,,,,OG,1,,,
EX1_391,WARRIOR,SPELL,Slam,2,,,COMMON,,TRUE,,EXPERT1,"Deal $2 damage to a minion. If it survives, draw a card.","""Dun da dun, dun da dun"": if you've heard an ogre sing this, it's too late.",,
BRMA02_2H,NEUTRAL,HERO_POWER,Jeering Crowd,0,,,,,,,BRM,"<b>Hero Power</b>
Summon a 1/1 Spectator with <b>Taunt</b>.",,,
KAR_011,NEUTRAL,MINION,Pompous Thespian,2,3,2,COMMON,,TRUE,,KARA,<b>Taunt</b>,"Alas poor Annoy-o-Tron! A fellow of infinite jest, of most excellent fancy!",,
CFM_310t,SHAMAN,MINION,Murloc Razorgill,1,1,1,,,,MURLOC,GANGS,,,,
DS1_188e,HUNTER,ENCHANTMENT,Gladiator's Longbow enchantment,,,,,,,,EXPERT1,,,,
CS2_203,NEUTRAL,MINION,Ironbeak Owl,3,2,1,COMMON,,TRUE,BEAST,EXPERT1,<b>Battlecry:</b> <b>Silence</b> a minion.,Their wings are silent but their screech is... whatever the opposite of silent is.,<b>Silence</b> a minion.,
CFM_752e,NEUTRAL,ENCHANTMENT,Smuggling,,,,,,,,GANGS,+3/+3 from Stolen Goods.,,,
LOEA01_11,NEUTRAL,MINION,Rod of the Sun,0,0,5,,,,,LOE,<b>Deathrattle:</b> Surrender this to your opponent.,,,
CS2_097,PALADIN,WEAPON,Truesilver Champion,4,4,,COMMON,2,TRUE,,CORE,"Whenever your hero attacks, restore 2 Health to it.","It Slices, it Dices. You can cut a tin can with it. (But you wouldn't want to.)",,
DS1_175o,HUNTER,ENCHANTMENT,Furious Howl,,,,,,,,CORE,+1 Attack from Timber Wolf.,,,
